t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37
0.0,0.0,2.1354518918290877,13.679622409679222,4.649480286010999,3.2129549450173287,-0.10644846375020577,34.076854933967645,-19.594360685189752,19.672983197289867,20.959255246494045,38.340477260975746,-31.11120352958269,16.623914484966416,15.768867398574342,2.022157230288455,-30.090777786399403,-31.177566775547007,-20.928667668143923,28.139345677435294,-21.466982218557632,-23.39107361963706,-6.521851309718682,3.832610486465099,20.52318511983543,28.720041875480497,-13.270033820111617,37.23384549533205,-32.52531683765646,-4.805111267475294,-18.52079812163287,-7.323045089293287,0.6664645784486161,4.926871241687272,-1.777330087437808,-17.482718060207933,-17.19650131156052,-15.960870455149434,23.031212826640523,-1.6284971468494116
0.03,0.001001001001001001,2.135575293822082,13.680438547116093,4.649758004623309,3.2131463906064273,-0.10645691086290446,34.07889568254695,-19.59553873225117,19.674162831223512,20.960509595734838,38.34277620973932,-31.11307855701987,16.62490299675114,15.769813203255605,2.0222719753801415,-30.092588703637364,-31.179445968238944,-20.92992972406099,28.14102894225707,-21.46827690950089,-23.392480782802274,-6.522249181642487,3.8328326777609645,20.52441217120269,28.721756282335573,-13.270837629362065,37.23607034711327,-32.52727003357862,-4.805404496988227,-18.52191832562004,-7.3234906115941785,0.666496454448625,4.9271577154126245,-1.7774384802679692,-17.483769356654662,-17.197541374850765,-15.961836687488143,23.03258760779971,-1.6285981301914447
0.06,0.002002002002002002,2.135799242308525,13.681221721325448,4.650112038252991,3.213308638415249,-0.10655535301953928,34.08087324519632,-19.59673301562278,19.675374325742855,20.961720354384973,38.34512485231748,-31.11485275947005,16.6258590635554,15.77078752761167,2.0224352202079046,-30.09438098552005,-31.181247668446993,-20.931216298353746,28.142612064167334,-21.469635593111786,-23.394037160017216,-6.522640365703154,3.8330826447641506,20.52554134619896,28.723440806774967,-13.271574874596586,37.23828372094152,-32.529239441314274,-4.80572156704536,-18.52310998737761,-7.323884954143523,0.6666506529351064,4.927409039840741,-1.777560640081519,-17.48477625666029,-17.19855222488394,-15.9627040598882,23.03398759428548,-1.6287585614535205
0.09,0.003003003003003003,2.1361237591094824,13.681971885029713,4.650542368253304,3.21344178598981,-0.10674399858271569,34.08278822389404,-19.597943585994134,19.676617836247228,20.96288763329612,38.34752234602411,-31.11652594018308,16.62678261934644,15.771790566891847,2.0226469786592576,-30.09615397112367,-31.18297182016895,-20.932527569560552,28.144095053176606,-21.47105848121983,-23.39574287395821,-6.523024876989286,3.8333603420733624,20.5265724368303,28.725095467370874,-13.272245570622987,37.24048537206441,-32.53122512278088,-4.80606237996569,-18.52437298599296,-7.32422825040456,0.6669268977343537,4.927625188566263,-1.777696478849166,-17.48573842661928,-17.199533965007316,-15.963472442122168,23.035412859920157,-1.6289785478152994
0.12,0.004004004004004004,2.136548851944137,13.682688991706897,4.651048985946386,3.21354591999321,-0.10702303961562774,34.0846411894724,-19.5991704899123,19.67789352450663,20.964011552228413,38.34996786055569,-31.118097911653397,16.627673595828465,15.7728224946739,2.022907263836985,-30.097907014192206,-31.184618352665833,-20.933863721457044,28.145477921455683,-21.47254580451123,-23.39759805075401,-6.523402725929274,3.8336657028052503,20.52750526109578,28.726720281385212,-13.272849738426327,37.24267505890822,-32.53322713765409,-4.806426816097565,-18.525707197976097,-7.324520642526123,0.6673249345986101,4.927806135747657,-1.7778459056154603,-17.486655552507248,-17.200486679454556,-15.964141693870024,23.036863487822703,-1.629258207176883
0.15,0.005005005005005005,2.137074514409242,13.68337299546868,4.651631892510825,3.213621116150283,-0.10739265182045023,34.086432681428505,-19.600413769676038,19.679201558597857,20.96509223972206,38.352460578238485,-31.119568495608913,16.62853192236408,15.773883462822045,2.0232160882098627,-30.09963948352565,-31.18618718013654,-20.935224942922616,28.14676068324692,-21.474097812345047,-23.399602819378405,-6.52377391847798,3.8339986385843976,20.528339662758587,28.728315264757764,-13.273387405288448,37.244852542988184,-32.535245543593994,-4.806814733782632,-18.527112497100195,-7.324762281369715,0.6678445312828531,4.927951856131102,-1.7780088265786906,-17.487527339784187,-17.201410433272795,-15.964711664618763,23.03833957037714,-1.629597668250888
0.18,0.006006006006006006,2.1377007259236707,13.68402385095206,4.652291098859412,3.213667439196673,-0.10785299445656818,34.08816320775551,-19.601673463235247,19.68054211284348,20.966129832969937,38.35499969425494,-31.12093752302641,16.629357525896104,15.774973601440168,2.0235734637526726,-30.101350763354,-31.18767820140699,-20.936611427799576,28.147943354797963,-21.475714772568914,-23.401757310948575,-6.524138456308215,3.834359039533915,20.52907551114618,28.729880432096017,-13.273858604929549,37.24701758882088,-32.537280396475495,-4.807225969313158,-18.528588754224625,-7.324953326531076,0.6684854775782237,4.928062325066072,-1.7781851451695239,-17.488353513300464,-17.20230527225099,-15.965182193601176,23.039841209196027,-1.6299970706624236
0.21,0.007007007007007007,2.138427451637971,13.684641513224708,4.653026625506651,3.2136849428324323,-0.10840421023873616,34.089833244793226,-19.602949604095866,19.68191536775364,20.9671244776911,38.3575844168496,-31.12220483417332,16.630150330869892,15.776093018819983,2.023979402075483,-30.103040253696832,-31.18909129963345,-20.93802337474486,28.149025954318123,-21.477396971334134,-23.404061657928818,-6.524496337007017,3.8347467742666743,20.52971270098005,28.7314157966667,-13.274263377672007,37.249169963838675,-32.5393317506227,-4.807660336882892,-18.530135837100598,-7.325093946356375,0.6692475853029007,4.9281375185126395,-1.7783747621285362,-17.489133817205687,-17.203171222849466,-15.965553109774104,23.041368515078947,-1.6304565650570593
0.24,0.008008008008008008,2.139254642308886,13.685225937704177,4.653838502425549,3.213673669680266,-0.10904642521530601,34.09144323709713,-19.604242221230233,19.683321509970746,20.96807632800522,38.36021396751466,-31.12337027867578,16.63091025915613,15.777241801383921,2.024433914542149,-30.10470737070822,-31.190426342019773,-20.939460987074252,28.150008501957632,-21.47914471290992,-23.406515993239317,-6.524847554276779,3.835161689877229,20.530251152235586,28.732921370389036,-13.274601770626628,37.251309438306315,-32.541399659047414,-4.808117628531642,-18.53175361015964,-7.325184317953175,0.6701306882511792,4.928177413040552,-1.778577575582799,-17.489868014860516,-17.2040082921306,-15.965824231836487,23.042921607965916,-1.630976313216874
0.27,0.009009009009009009,2.1401822341388104,13.685777080091118,4.654726768893135,3.213633651248546,-0.10977974862670907,34.092993597324806,-19.605551338993024,19.684760732217082,20.96898554630781,38.362887581155476,-31.12443371561276,16.631637229974285,15.778420013622544,2.024937012378019,-30.106351547006682,-31.19168317954832,-20.940924472599054,28.150891019809936,-21.480958319496608,-23.409120449269533,-6.52519209814126,3.8356036119344665,20.530690810032453,28.734397163829737,-13.274873837901517,37.25343578523978,-32.54348417369169,-4.808597614083764,-18.53344193428505,-7.325224627196268,0.6711346421014731,4.928181985820052,-1.7787934811216772,-17.490555888751437,-17.20481646769059,-15.965995368287567,23.044500616885625,-1.6315564881847053
