t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33
0.0,0.0,22.415811091045367,-3.8469321480819976,41.84117797152968,-0.46199699545705747,-20.957160747764,-8.323836118061381,20.168917177532926,-7.863527979557002,-31.931305943379044,-11.082100287801396,42.47654397076846,-13.32427162975475,0.24882463053043155,21.831240853786642,38.12638717983679,-22.097984073536068,-19.278355438074342,-25.497469286997248,-19.511009659013368,42.314747810421295,-16.63197047203294,-27.329662713718854,3.505149020292669,-0.09201487456585904,21.70487256590811,12.856967358409971,12.859981542078064,-24.197361134978607,6.304872304796338,-26.428923796373624,-23.988802067884887,-0.5472132620976684,-2.3123008761431803,21.714270829259785
0.03,0.001001001001001001,22.417148806310497,-3.8471711771597144,41.84368846678708,-0.4620276356947188,-20.958427253271704,-8.324340404411,20.17012436109089,-7.864004892151966,-31.933223983735967,-11.082772841628545,42.47908943955161,-13.325076197142979,0.24883950524412732,21.83254443606852,38.12867287506335,-22.099318795117593,-19.27951571298529,-25.49900628801578,-19.51218755912456,42.31727859225711,-16.632969467994506,-27.33130538748891,3.505354861586142,-0.09202673821203863,21.706172482507245,12.857732198849588,12.860746979508406,-24.198814750174016,6.305247576773308,-26.430517960411432,-23.99024223916315,-0.5472531326892838,-2.3124402074043666,21.715566843302902
0.06,0.002002002002002002,22.418417756873005,-3.8472817823637855,41.84617421113337,-0.46209378576313637,-20.95962467946174,-8.32480730605044,20.17127267618645,-7.864489612515815,-31.93516347618346,-11.083464119528585,42.48168474526506,-13.325892987918563,0.24871838461616427,21.83382039658435,38.13091466632285,-22.100721151260313,-19.28069457284971,-25.500554885828162,-19.513384874858595,42.319861708206815,-16.63399485724659,-27.332940086875524,3.5056182883821627,-0.09205454405554449,21.707567674380964,12.858481132544044,12.861491575268689,-24.200261260550672,6.305637649635196,-26.432113416331738,-23.99160645342015,-0.547277881341579,-2.3125743061460327,21.716899976074263
0.09,0.003003003003003003,22.419618119210746,-3.8472635863867652,41.84863494679895,-0.4621955230355596,-20.960753025900217,-8.325236886864367,20.17236210104537,-7.864981986626417,-31.937124155260634,-11.084174117321389,42.48432945728589,-13.326721881399315,0.24846108071595963,21.835068931831465,38.13311258882342,-22.10219125869231,-19.28189200320452,-25.50211515634318,-19.514601734835395,42.322497677831784,-16.63504670403626,-27.334566697691038,3.5059393420653056,-0.09209842131645511,21.709058057577643,12.859214371365557,12.862215189076256,-24.201700911379444,6.306042420193068,-26.43371007872619,-23.99289497353527,-0.5472876757728354,-2.3127031488862757,21.718270444315678
0.12,0.004004004004004004,22.42075006730254,-3.847116178739518,41.85107043912966,-0.4623329319267936,-20.96181229956843,-8.325629217974475,20.1733925974409,-7.865481848564647,-31.939105761230156,-11.08490283303376,42.48702312885795,-13.327562773254176,0.24806741502823135,21.83629025032064,38.13526667346646,-22.103729241537227,-19.283108010650384,-25.50368717153418,-19.515838288711382,42.32518703001904,-16.63612506445796,-27.33618509371697,3.5063180789115718,-0.09215849574765293,21.71064354076692,12.859932123443063,12.862917682403637,-24.203133943437464,6.30646176972407,-26.43530785690155,-23.994108065416015,-0.5472826891989864,-2.31282670520259,21.7196784749129
0.15,0.005005005005005005,22.42181377257593,-3.846839115608806,41.85348047666373,-0.4625061039616333,-20.96280251478837,-8.325984377668558,20.174364110578036,-7.865989020671783,-31.941108040167077,-11.085650266896142,42.48976529700724,-13.328415575545828,0.24753721875856802,21.837484572603298,38.13737694688305,-22.105335231311976,-19.28434262289929,-25.505270999482484,-19.517094707135115,42.327930302764614,-16.637229986344668,-27.337795136600466,3.506754570112082,-0.09223488963418565,21.712324025273947,12.860634593191836,12.863598918407234,-24.204560593063434,6.306895564032453,-26.43690665490894,-23.99524599806699,-0.5472631003277392,-2.312944937717535,21.72112430487225
0.18,0.006006006006006006,22.422809403876165,-3.846431919722516,41.855864871206926,-0.4627151378402904,-20.963723693155462,-8.326302451326347,20.175276568969217,-7.866503313707833,-31.94313074405616,-11.086416421337704,42.49255548245397,-13.329280216780992,0.2468703331774217,21.838652131297106,38.13944343147367,-22.107009366921677,-19.285595888827572,-25.506866704423395,-19.51837118170919,42.33072804294152,-16.638361509153782,-27.339396675750315,3.507248901794819,-0.09232772179286486,21.71409940511522,12.861321981338397,12.864258761849932,-24.205981092213616,6.307343653509519,-26.438506371573958,-23.996309043665686,-0.5472290933517951,-2.3130578020705745,21.72260818130107
0.21,0.007007007007007007,22.42373712745633,-3.8458940802229726,41.858223457905886,-0.4629601395007739,-20.964575863478437,-8.32658353134217,20.17612988430147,-7.867024527010605,-31.945173630897774,-11.087201300979865,42.495393189521806,-13.330156641968463,0.24606661000284225,21.839793171109978,38.14146614545107,-22.108751794651766,-19.286867878534505,-25.50847434679481,-19.51966792495826,42.33358080605175,-16.639519663847995,-27.34098954823269,3.507801175044301,-0.09243710757213093,21.715969567036076,12.861994484940743,12.864897079017659,-24.20739566851843,6.307805873192688,-26.44010690052755,-23.99729747764483,-0.5471808579411701,-2.3131652468760584,21.72413036139188
0.24,0.008008008008008008,22.424597106988756,-3.8452250525488547,41.86055609531963,-0.4632412221781831,-20.965359061726357,-8.326827717044473,20.176923951295123,-7.86755244865533,-31.947236464822364,-11.088004912628248,42.49827790604458,-13.331044812684896,0.24512591182222127,21.840907948862462,38.143445102886226,-22.110562668157215,-19.288158683406323,-25.510093983288407,-19.520985170302993,42.336489155961615,-16.640704472771233,-27.3425735786667,3.508411505919024,-0.09256315885221955,21.717934390549903,12.862652297403915,12.865513737629955,-24.20880454533943,6.3082820428238815,-26.441708130237764,-23.99821157878127,-0.5471185892346189,-2.313267213667319,21.72569111241012
0.27,0.009009009009009009,22.425389503597735,-3.844424258326282,41.86286266548928,-0.463558506460868,-20.966073330982727,-8.32703511461228,20.17765864755406,-7.868086855614634,-31.94931901621346,-11.088827265263117,42.501209103270945,-13.331944707148372,0.24404811255326161,21.841996733508523,38.14538031375731,-22.112442148448807,-19.289468416185645,-25.511725666903416,-19.522323172039677,42.33945366461994,-16.641915949519895,-27.34414857911983,3.5090800254664836,-0.0927059840456716,21.719993747979196,12.863295608490915,12.866108606744591,-24.210207941826543,6.308771966907455,-26.44330994404225,-23.999051629291273,-0.5470424878301665,-2.313363636826845,21.727290711685285
