t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35
0.0,0.0,32.684237414060156,-32.730140994251045,-10.260229619075329,-1.9003369740651141,-24.37719343700556,-2.6982060033582234,1.6105068449255502,-20.73484897920632,-8.066387227655323,-17.399459196020572,39.936816139291174,-20.808660001221426,-11.297025210419113,39.00239933795964,32.03068824879909,36.59126447572393,19.973677270630738,20.26663914848589,17.22622474727732,17.013626710848445,4.360128377893226,-9.695861686959818,11.554268217011971,2.4442909328263887,-16.54511763739906,32.73710355511379,-15.57152601190207,-17.903703201078795,-37.30440046878074,-27.734185855509107,27.57169347979101,-8.286863995973263,38.80607105026816,-28.41972425474002,-27.82304498485974,-31.218411928395923
0.03,0.001001001001001001,32.68619548721586,-32.73210488479736,-10.260846594265324,-1.9004582864347057,-24.37865995346795,-2.6983686821436055,1.610600268229653,-20.73609988500809,-8.06687360874933,-17.400511375787683,39.939203071529086,-20.809913725406567,-11.29770846260225,39.004735075718905,32.03260652435002,36.593453362173044,19.97486936920292,20.26784701579571,17.227250657198265,17.01464641890651,4.360381521836869,-9.696449424609865,11.554959709348607,2.4444326651913904,-16.546119647750615,32.739063378776315,-15.572467984962207,-17.904779109995662,-37.30664574409959,-27.735851583497002,27.573342239410792,-8.287362469018497,38.80839203038351,-28.421437491917153,-27.824717269867403,-31.220294327856692
0.06,0.002002002002002002,32.68814709177121,-32.734210544163254,-10.261491718129907,-1.9006259648259143,-24.380066272515165,-2.6985598896241263,1.610644142694856,-20.737405053519087,-8.06737029064114,-17.40154133585392,39.941523047477496,-20.811218321304747,-11.298312601060921,39.007199637539294,32.03465770389142,36.5956564499203,19.976088453543536,20.269098210737894,17.228281510439118,17.015624241987855,4.360676456015082,-9.697072332980637,11.555653234561872,2.444600364960795,-16.54711809537047,32.7410165813024,-15.573324340904152,-17.90586518493512,-37.30892110784309,-27.737520892159083,27.574975599262856,-8.287854912659187,38.81073000359295,-28.423229359529053,-27.826425526293896,-31.22213070235615
0.09,0.003003003003003003,32.69009250156183,-32.736457759737526,-10.262164835052365,-1.9008399856260176,-24.381412027933226,-2.6987800461118,1.6106387025664277,-20.73876459298065,-8.067877679522836,-17.402548849033245,39.943775811711575,-20.812574094347248,-11.298837276169117,39.00979263636781,32.03684182797614,36.59787390241969,19.977334525800302,20.270393220308737,17.229316940677116,17.016559806339348,4.361013028388737,-9.697730444252278,11.556348826702028,2.4447940166404636,-16.54811277000904,32.742962857383866,-15.574095057070698,-17.90696129586214,-37.31122648966,-27.7391935796052,27.57659354898265,-8.288341566247963,38.813085032769976,-28.425099861389576,-27.828169642869582,-31.22392105008629
0.12,0.004004004004004004,32.692031999760225,-32.73884629369423,-10.262865778392731,-1.9011003250168623,-24.382696852164216,-2.6990295707628578,1.610584204513127,-20.74017860419784,-8.068396212436715,-17.403533683653926,39.945961155511185,-20.813981365681077,-11.299282129911136,39.01251364182383,32.0391589151808,36.6001058835152,19.978607609003966,20.271732546820534,17.23035656518234,17.017452720017257,4.361391053078472,-9.698423796250564,11.557046522176185,2.445013616610376,-16.54910346205228,32.74490191939969,-15.574780134124492,-17.9080673054181,-37.31356181666472,-27.740869450691882,27.578196081274672,-8.28882268794807,38.815457195894005,-28.427048998003258,-27.829949513171343,-31.225665366495658
0.15,0.005005005005005005,32.693965879043226,-32.74137588272381,-10.263594370093513,-1.9014069590289198,-24.383920376385213,-2.699308881602213,1.6104809277609682,-20.74164718053765,-8.0689263576056,-17.404495603282346,39.94807891698831,-20.815440472322912,-11.299646795871988,39.015362179944916,32.0416089617905,36.602352557298794,19.979907747211413,20.273116708144425,17.23139998485598,17.018302572603222,4.361810310154241,-9.699152432485823,11.557746359615178,2.4452591731494033,-16.550089962606403,32.74683349767151,-15.575379596233569,-17.909183068900266,-37.315927013376886,-27.742548317128733,27.579783191915194,-8.289298554964168,38.81784658606914,-28.429076766122414,-27.83176503568472,-31.22736364422937
0.18,0.006006006006006006,32.69589444178215,-32.7440462377443,-10.264350420266249,-1.9017598636053812,-24.385082230590303,-2.6996183955598267,1.6103291742383175,-20.743170407928265,-8.069468614776866,-17.405434366432203,39.95012898122589,-20.816951767323584,-11.299930899236905,39.018337732919555,32.04419194145295,36.60461408796438,19.98123500565642,20.27454623796533,17.232446784269285,17.019108934903365,4.362270545419412,-9.699916402188519,11.558448379726274,2.4455307064500302,-16.55107206357605,32.74875734072771,-15.575893491282825,-17.91030843423243,-37.318322001653314,-27.744229997587045,27.58135487976033,-8.28976946379615,38.82025331154522,-28.431183158272322,-27.833616113861424,-31.229015873062764
0.21,0.007007007007007007,32.69781800025592,-32.74685704359404,-10.265133726759531,-1.9021590146764036,-24.38618204367565,-2.69995852851863,1.610129268731619,-20.74474836485925,-8.070023515580104,-17.40634972625942,39.95211128042821,-20.818515619942914,-11.30013405680033,39.02143973880846,32.04690780480275,36.606890639657585,19.98258947090807,20.27602168604883,17.233496531703455,17.019871358630684,4.362771470189257,-9.700715760341366,11.559152625131407,2.445828248622678,-16.552049557735753,32.75067321557592,-15.576321891111261,-17.91144324192657,-37.32074670061246,-27.7459143178106,27.582911146759248,-8.290235730516034,38.822677495741395,-28.43336816224481,-27.835502656171883,-31.230622039828603
0.24,0.008008008008008008,32.69973687688727,-32.7498079587073,-10.26594407470916,-1.902604388243621,-24.38721944352759,-2.700329695373622,1.6098815590509883,-20.74638112238274,-8.070591623898244,-17.40724143024308,39.954025794082725,-20.820132415834838,-11.30025587698478,39.024667591256524,32.049756479056775,36.609182376321506,19.983971251036888,20.277543618519843,17.234548779190696,17.020589376070767,4.363312761063698,-9.701550567707814,11.559859140190628,2.446151843689258,-16.553022238794675,32.75258090798434,-15.576664891774794,-17.912587325035375,-37.323201026551196,-27.747601110728684,27.584451997972327,-8.290697691067978,38.82511927727201,-28.435631760560547,-27.837424576152586,-31.23218212833774
0.27,0.009009009009009009,32.70165140450243,-32.75289861477444,-10.26678123607119,-1.9030959604750346,-24.38819405711376,-2.7007323101017904,1.6095864162048459,-20.74806874411556,-8.071173536252024,-17.40810921985265,39.955872549133105,-20.821802557242563,-11.30029595986995,39.0280206391975,32.052737867581676,36.61148946153834,19.985380475788688,20.279112618152936,17.235603062556752,17.021262499730906,4.36389405969416,-9.702420890856748,11.560567970810403,2.4465015475655547,-16.55398990145447,32.75448022277166,-15.576922613834347,-17.913740509095476,-37.325684892854,-27.74929021657137,27.585977441594046,-8.291155701591473,38.82757880997509,-28.43797392990041,-27.8393817924479,-31.23369611929306
