t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.0,0.0,-19.22406810323725,2.811916352404973,21.36360329282893,35.32262734072487,7.061895678268537,-14.483854567967638,-30.377683942543133,-22.855920656584072,-2.179325419284855,23.59320289440444
0.03,0.001001001001001001,-19.225228007966464,2.8120820489110088,21.364883696015315,35.32474112270373,7.06231069673882,-14.484731059748523,-30.37951387571236,-22.857298692318814,-2.179464044046072,23.59461098443816
0.06,0.002002002002002002,-19.22641523516463,2.812261260049442,21.366193780435683,35.32685848400353,7.062690767783737,-14.4855835039092,-30.38131390552152,-22.85863233511315,-2.1796964178261335,23.596029974277037
0.09,0.003003003003003003,-19.227629866892535,2.812453900949361,21.367533539331934,35.32897935966732,7.063035915920153,-14.486411840691932,-30.383084015121206,-22.85992152379062,-2.1800223800041505,23.597459779646474
0.12,0.004004004004004004,-19.228871985453573,2.812659886563922,21.368902966292232,35.33110367676503,7.063346158195621,-14.487216006873314,-30.38482418853189,-22.861166196591373,-2.180441761627364,23.598900320275508
0.15,0.005005005005005005,-19.23014167335849,2.8128791316665342,21.370302055182865,35.333231354366355,7.063621504193663,-14.487995935761589,-30.3865344106442,-22.862366291136055,-2.1809543853831515,23.60035151988886
0.18,0.006006006006006006,-19.23143901328911,2.8131115508427693,21.37173080007288,35.33536230351537,7.063861956037799,-14.48875155719303,-30.388214667219092,-22.86352174439863,-2.181560065553442,23.601813306199283
0.21,0.007007007007007007,-19.232764088061124,2.813357058478064,21.373189195151564,35.337496427206915,7.064067508394326,-14.489482797527378,-30.389864944888007,-22.864632492688003,-2.18225860795178,23.603285610900222
0.24,0.008008008008008008,-19.234116980585895,2.8136155687413003,21.37467723463886,35.339633620364964,7.06423814847384,-14.490189579642323,-30.39148523115291,-22.865698471638524,-2.1830498098432862,23.604768369658775
0.27,0.009009009009009009,-19.23549777383131,2.81388699556434,21.376194912688714,35.34177376982299,7.0643738560315095,-14.490871822927028,-30.39307551438631,-22.866719616209256,-2.1839334598477764,23.60626152210893
0.3,0.01001001001001001,-19.236906550781736,2.814171252617599,21.37774222328552,35.34391675430651,7.064474603366101,-14.491529443274692,-30.394635783831223,-22.867695860692073,-2.184909337826324,23.60776501184512
0.32999999999999996,0.011011011011011011,-19.238343394397063,2.8144682532817535,21.379319160133665,35.34606244441792,7.064540355317765,-14.492162353074145,-30.39616602960106,-22.86862713872851,-2.1859772147515515,23.60927878641603
0.36,0.012012012012012012,-19.239808387570847,2.8147779106156743,21.38092571654028,35.348210702623724,7.064571069264587,-14.492770461200482,-30.397666242679488,-22.869513383335345,-2.1871368525619665,23.610802797318666
0.39,0.013013013013013013,-19.24130161308763,2.8151001373206777,21.38256188529128,35.35036138324443,7.06456669511792,-14.493353673004721,-30.399136414920253,-22.87035452693894,-2.18838800400066,23.612336999992692
0.42,0.014014014014014014,-19.242823153579387,2.8154348457012097,21.384227658520803,35.35251433244705,7.064527175316505,-14.493911890302497,-30.400576539046938,-22.87115050141824,-2.1897304124387063,23.613881353815003
0.44999999999999996,0.015015015015015015,-19.244373091481208,2.815781947622061,21.38592302757408,35.35466938824053,7.064452444819403,-14.494445011361792,-30.401986608652695,-22.87190123815647,-2.1911638116836216,23.61543582209452
0.48,0.016016016016016016,-19.245951508986156,2.8161413544622285,21.38764798286391,35.356826380474224,7.064342431097741,-14.494952930889697,-30.403366618199936,-22.87260666810147,-2.192687925773246,23.617000372067203
0.51,0.017017017017017015,-19.247558487999406,2.8165129770655377,21.3894025137208,35.35898513083953,7.064197054125318,-14.495435540018223,-30.40471656301997,-22.873266721834618,-2.19430246875544,23.61857497489127
0.54,0.018018018018018018,-19.249194110091633,2.816896725688152,21.39118660823689,35.361145452874915,7.064016226368057,-14.495892726289146,-30.406036439312626,-22.87388132964839,-2.196007144453996,23.620159605642574
0.57,0.01901901901901902,-19.250858456451734,2.8172925099430906,21.39300025310379,35.36330715197447,7.063799852772369,-14.496324373637922,-30.40732624414582,-22.87445042163242,-2.197801646221185,23.621754243310157
0.6,0.02002002002002002,-19.252551607838875,2.817700238741887,21.394843433444432,35.36547002540018,7.063547830752414,-14.496730362376647,-30.408585975455086,-22.874973927768092,-2.19968565667738,23.623358870791957
0.63,0.02102102102102102,-19.254273644533914,2.8181198202335263,21.396716132639103,35.3676338622981,7.0632600501763285,-14.497110569176098,-30.40981563204306,-22.875451778031604,-2.20165884743821,23.624973474890613
0.6599999999999999,0.022022022022022022,-19.25602464629024,2.818551161740802,21.398618332145773,35.3697984437186,7.062936393351421,-14.497464867046851,-30.411015213578928,-22.875883902505464,-2.203720878829722,23.626598046309393
0.69,0.023023023023023025,-19.25780469228405,2.8189941696942387,21.400550011314873,35.37196354264088,7.0625767350083875,-14.497793125319498,-30.412184720597825,-22.876270231498363,-2.205871399592049,23.628232579648195
0.72,0.024024024024024024,-19.259613861064132,2.8194487495637337,21.40251114719869,35.374128924001944,7.062180942284578,-14.498095209623967,-30.413324154500177,-22.87661069567338,-2.2081100465720933,23.62987707339959
0.75,0.025025025025025023,-19.261452230501135,2.8199148057880743,21.404501714355526,35.37629434473022,7.061748874706366,-14.498370981867964,-30.414433517550997,-22.876905226184448,-2.2104364444057714,23.63153152994492
0.78,0.026026026026026026,-19.263319877736443,2.8203922417024945,21.406521684648816,35.37845955378399,7.061280384170642,-14.498620300214565,-30.415512812879108,-22.877153754821034,-2.212850205190371,23.633195955550363
0.8099999999999999,0.02702702702702703,-19.265216879130634,2.820880959464441,21.408571027041397,35.3806242921949,7.0607753149255075,-14.498843019058954,-30.416562044476308,-22.87735621416097,-2.215350928147603,23.634870360363006
