t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36
0.0,0.0,39.49957542092386,11.26719074955775,-16.56471352002363,-0.2932330144744864,-34.25818766339478,14.64279475200218,-37.66342002405197,28.873018976600655,-22.68280441011258,35.28684075469045,10.692709086812842,13.015568655310695,-14.723673604613557,-30.604220486883346,-10.73306691851474,19.58020314415933,-30.8087638282321,-6.441026774710844,-34.10283520589395,27.329245380172797,-9.656633269327228,20.653321885322516,1.8551049695682573,16.273499183057094,15.444668198253787,28.169895916794296,33.55510674237816,32.27117372319916,-19.527739609704444,0.8354926036907622,13.51786765275153,12.678315366593983,-30.685649420045962,-0.38237057858293627,-32.04104971428575,-29.94333262307868,-11.48871058952581
0.03,0.001001001001001001,39.50193776866879,11.26786531075703,-16.565710362988565,-0.293254471984846,-34.260249319471605,14.643665922928692,-37.66568363184494,28.874747620851576,-22.684171627738614,35.28895685944553,10.693345250564976,13.016345936535906,-14.724558665845553,-30.606060798388622,-10.733719810452753,19.581375188923364,-30.810615884219775,-6.441416936403804,-34.104886484952566,27.330875968441823,-9.657213915519808,20.654553227758456,1.8552159012322618,16.27446681952331,15.445589614174446,28.171585944213536,33.55711604017778,32.273108461517154,-19.52891734624019,0.835535724216267,13.518677461370713,12.67907401748363,-30.687499858237125,-0.38239682184618534,-32.04298117939253,-29.945132652001483,-11.489407364872964
0.06,0.002002002002002002,39.50432092046662,11.268543700837867,-16.566773813798036,-0.29330634194327393,-34.26235955806437,14.644480697512995,-37.667887983220226,28.87646105698751,-22.685529301248504,35.291080190128866,10.693992526457107,13.01714082048283,-14.725397969794676,-30.607817441885093,-10.73435767807071,19.582575304982278,-30.81237855139745,-6.441758120117525,-34.10694030036791,27.332431895896008,-9.657931208898788,20.655706717597642,1.8553333962517333,16.275395755148665,15.446430452898815,28.17320652710463,33.55905766089242,32.27501518409152,-19.530045693838822,0.8356317529285482,13.519556875966037,12.679937400862757,-30.68932803549295,-0.3824476127200525,-32.044867651442964,-29.946872527740847,-11.490137141069342
0.09,0.003003003003003003,39.50672449790465,11.269225713764612,-16.56790355897138,-0.29338879298696163,-34.26451825533469,14.645239028343978,-37.67003336732953,28.87815970178064,-22.68687740726068,35.29321106818882,10.694651008971285,13.017953320110497,-14.726191688021757,-30.60949065924462,-10.734980198294847,19.58380351564332,-30.814051919934204,-6.442050440903831,-34.10899670637503,27.333913397032877,-9.658784834789016,20.656782106421858,1.8554578138639493,16.276286213433337,15.447190713239122,28.174757756594108,33.56093157466025,32.2768938277662,-19.53112465020763,0.8357805347314506,13.520505742084948,12.680905662264532,-30.69113411037574,-0.38252314538291526,-32.04670924898088,-29.94855212043488,-11.490900185588528
0.12,0.004004004004004004,39.50914810041649,11.269911152211062,-16.569099291483834,-0.29350198147249384,-34.266725298783854,14.645940866233358,-37.67212004718575,28.879843966065476,-22.68821593272894,35.295349786608696,10.695320801892246,13.018783446574504,-14.726940011510619,-30.6110806899824,-10.735587061722876,19.585059844563244,-30.815636070092925,-6.4422940019393575,-34.11105576878178,27.335320674667194,-9.659774506144592,20.657779171652514,1.8555894966791726,16.277138407036695,15.447870398303323,28.176239711404673,33.56273774292605,32.278744341350446,-19.532154206745393,0.8359819178311709,13.521523904988664,12.681978992868796,-30.69291822599596,-0.3826235974516249,-32.04850606951711,-29.950171306852145,-11.491696749498821
0.15,0.005005005005005005,39.51159130522124,11.270599827611575,-16.570360710625643,-0.29364605147573153,-34.26898058720687,14.64658616009092,-37.67414825968548,28.881514254873302,-22.689544875021824,35.297496610209755,10.696002018453738,13.019631209213141,-14.727643150592089,-30.612587770930986,-10.73617797283847,19.586344315676588,-30.81713107180983,-6.442488894432218,-34.11311756495584,27.336653899530546,-9.660899963326091,20.658697716411854,1.855728770492399,16.27795253774127,15.44846951551737,28.177652457751687,33.56447611810352,32.28056668539302,-19.533134348425687,0.836235753725135,13.522611209638331,12.683157629529592,-30.694680509934667,-0.3827491301323477,-32.05025818938936,-29.951729970410614,-11.492527067607933
0.18,0.006006006006006006,39.51405366725804,11.271291560212259,-16.571687521864817,-0.29382113478712185,-34.27128403065682,14.647174856818937,-37.67611821562545,28.88317096755636,-22.690864241999183,35.29965177595584,10.69669478149046,13.020496615532474,-14.728301334881534,-30.614012135929187,-10.736752650220534,19.58765695312679,-30.818536984309045,-6.442635197536715,-34.115182183813666,27.337913209888413,-9.66216097385369,20.659537569393873,1.855875944101509,16.278728796403737,15.448988076660779,28.178996049249978,33.56614664324798,32.28236083195294,-19.5340650536714,0.8365418971866506,13.523767500667214,12.684441854796582,-30.696421074176527,-0.3828998883632271,-32.051965663625566,-29.953228001201637,-11.4933913586014
0.21,0.007007007007007007,39.51653471911649,11.271986179122399,-16.57307943671387,-0.29402735090233817,-34.27363555041942,14.64770690122592,-37.678030099712586,28.884814497901818,-22.692174052085964,35.30181549325989,10.697399223596033,13.02137967119028,-14.72891481323017,-30.615354015525742,-10.737310826747404,19.588997781200046,-30.8198538557518,-6.442732978275893,-34.117249725811234,27.339098711173957,-9.663557332136708,20.66029858474513,1.8560313091317817,16.279467362892976,15.449426097915357,28.180270526830625,33.56774925173926,32.284126764366675,-19.534946294220532,0.836900206245314,13.524992622339022,12.685831996929926,-30.698140015053113,-0.38307600094892913,-32.05362852581035,-29.95466529601888,-11.494289825174667
0.24,0.008008008008008008,39.51903397096338,11.272683522366277,-16.574536172600833,-0.2942648070081622,-34.27603507899774,14.648182235959766,-37.67988407056763,28.886445234235467,-22.693474334343218,35.30398794429247,10.698115487287376,13.022280379978755,-14.729483853690345,-30.616613636697586,-10.73785224979611,19.590366824261977,-30.82108172291987,-6.442782291471767,-34.11932030293675,27.340210475637843,-9.665088859179942,20.66098064195554,1.8561951398667562,16.280168406015353,15.449783599926981,28.18147591866752,33.56928386697436,32.28586447701155,-19.535778034983256,0.837310542163153,13.526286418492443,12.687328429908082,-30.69983741319624,-0.3832775806871271,-32.05524678795424,-29.95604175839218,-11.495222654158752
0.27,0.009009009009009009,39.52155091046627,11.273383436935555,-16.576057452744855,-0.29453359796353196,-34.27848256010703,14.648600801460498,-37.68168026072211,28.888063559515185,-22.69476512853641,35.306169284292444,10.698843725175898,13.023198743805922,-14.73000874349504,-30.617791222582593,-10.738376681436813,19.591764106696996,-30.822220610933023,-6.44278317968307,-34.12139403870523,27.34124854201354,-9.66675540226697,20.661583645759222,1.856367693085446,16.280832083427256,15.450060607880282,28.18261224011342,33.570750402069834,32.287573975065285,-19.53656023389031,0.8377727694064807,13.527648732471974,12.688931573427753,-30.701513333501087,-0.38350472448697365,-32.05682044036518,-29.957357298626235,-11.496190016639485
