t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17
0.0,0.0,-30.31035417632733,-10.941590214735385,25.091435008674654,-19.1137434109098,-32.58569446075887,36.03929213836042,-17.97309401874649,-21.57464400840098,-2.0486713305977586,-12.269412913292264,-10.505465644481182,17.68283464691585,-11.980610254253811,7.151664896205015,24.956259356727262,27.85881663284711,6.756376924888174,25.4503732894629
0.03,0.001001001001001001,-30.312180538447464,-10.942252310021617,25.092939508933718,-19.114897996932093,-32.58765841438753,36.041454347200286,-17.97418019781176,-21.575945324228325,-2.0487962549534053,-12.270157330297545,-10.506096303909388,17.683890927845,-11.981334311779163,7.152084734718574,24.957752811088483,27.86048037242668,6.756775670345863,25.451893071787193
0.06,0.002002002002002002,-30.314063907101346,-10.942901718867402,25.09449102466481,-19.116036591863057,-32.58954558037583,36.0436459370684,-17.975309018597816,-21.57721673053445,-2.04890726634481,-12.270914408942014,-10.506751469299509,17.68497397927206,-11.982048210297556,7.152462562855982,24.959243185482116,27.862069206189894,6.757189693249195,25.453391775018837
0.09,0.003003003003003003,-30.31600415218959,-10.943538441586114,25.09608950200598,-19.117159176310068,-32.59135603756748,36.04586697751664,-17.976480455398995,-21.578458517659485,-2.0490042608756793,-12.27168385556799,-10.507430991130454,17.68608386125871,-11.982752070287098,7.152798171500366,24.96073049750713,27.863583109476735,6.757619054113695,25.454869246771196
0.12,0.004004004004004004,-30.31800114524383,-10.944162481515916,25.097734881870053,-19.118265733050457,-32.593089844710676,36.04811754256952,-17.977694485021015,-21.57967097559017,-2.049087133056941,-12.272465376523181,-10.508134732313701,17.68722063628321,-11.983446013485446,7.153091353313185,24.96221476173378,27.86502204388604,6.758063815943035,25.456325346490008
0.15,0.005005005005005005,-30.32005475931048,-10.944773845004718,25.09942709980549,-19.11935624700151,-32.59474704036983,36.0503977107292,-17.978951086674744,-21.58085439400086,-2.049155775821586,-12.273258678315939,-10.508862568164536,17.688384369190874,-11.984130162838614,7.1533419027842315,24.96369598974216,27.86638595722821,6.7585240442066175,25.457759945393526
0.18,0.006006006006006006,-30.322164868827333,-10.945372541396665,25.1011660858524,-19.12043070519042,-32.59632764284444,36.052707564978775,-17.98025024186253,-21.582009062294194,-2.0492100805372733,-12.27406346776904,-10.509614386377875,17.68957512714274,-11.98480464245164,7.153549616282654,24.965174190161598,27.867674783479778,6.758999806815643,25.45917292641531
0.21,0.007007007007007007,-30.32433134949321,-10.945958583020147,25.102951764393826,-19.121489096724243,-32.59783165009501,36.05504719278382,-17.981591934257157,-21.58313526964135,-2.0492499370166706,-12.274879452171911,-10.510390087008735,17.69079297956237,-11.98546957754102,7.153714292109069,24.9666493687109,27.86888844273974,6.7594911740976125,25.460564184149597
0.24,0.008008008008008008,-30.326554078130783,-10.94653198517735,25.104784054002444,-19.122531412759848,-32.59925903967594,36.057416686092076,-17.98297614957349,-21.58423330502186,-2.0492752335254942,-12.275706339431224,-10.511189582457401,17.692037998080767,-11.98612509438884,7.1538357305488045,24.96812152823938,27.870026841187755,6.759998218769234,25.461933624799247
0.27,0.009009009009009009,-30.328832932542618,-10.947092766135311,25.106662867282953,-19.123557646473902,-32.60060976867546,36.059816141331204,-17.984402875432906,-21.585303457262967,-2.049285856788215,-12.27654383821977,-10.512012797459317,17.69331025647932,-11.986771320298546,7.153913733926327,24.96959066876862,27.87108987104416,6.760521015907683,25.46328116612622
0.3,0.01001001001001001,-30.331167791360627,-10.947640947118511,25.108588110710212,-19.124567793032895,-32.60188377366251,36.06224565940452,-17.985872101220526,-21.586346015078448,-2.0492816919913848,-12.277391658123527,-10.512859669079749,17.69460983063078,-11.987408383552278,7.153948106660921,24.971056787534984,27.872077410531837,6.76105964292016,25.464606737404523
0.32999999999999996,0.011011011011011011,-30.333558533888993,-10.948176552302973,25.110559684463396,-19.125561849563258,-32.60308097064071,36.0647053456846,-17.987383817935296,-21.587361267106903,-2.0492626227845516,-12.27824950978687,-10.513730146713252,17.695936798438208,-11.988036413369679,7.1539386553236595,24.972519879032763,27.87298932384003,6.761614179511713,25.4659102793756
