t,p,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32
0.0,0.0,7.009861889701376,-32.58214834368286,-17.893780349160505,3.6543290931571804,-12.571153337329035,5.803080256404256,19.694691168246024,40.55529961120398,-5.443290557218293,22.728050225987868,-22.956232620827905,-7.050153501078139,-5.974400004887584,9.949892360603368,-25.36281108627661,-0.4820202692388025,-12.866594912558611,33.32301005451781,7.110282057813679,-31.243717539678816,-15.144608141382765,31.615520395753766,-13.716206230272554,28.96124776762902,6.919349727576825,-15.135701493901486,37.55018160041937,5.551308603434137,9.266022490817713,-15.797612187146786,31.427858690660006,-31.40940631620054,-32.48115692562314
0.03,0.001001001001001001,7.01028219318512,-32.5841066814154,-17.894854396539206,3.6545407456736,-12.571910852103251,5.8034200763537,19.695865791925012,40.55772650040806,-5.443621792490845,22.729405764504428,-22.95761404692448,-7.050578362485595,-5.974765600084575,9.950480674272784,-25.364339715009077,-0.48205830933631044,-12.867367513883142,33.32500271975931,7.110705694965701,-31.24560034513404,-15.145525880249187,31.617408181667347,-13.717035488666872,28.9629812172697,6.919759179667746,-15.136618364126036,37.55243401149009,5.5516385308134755,9.266569684522501,-15.798568556413983,31.429738115421053,-31.411294209564293,-32.483106790011405
0.06,0.002002002002002002,7.010582856777861,-32.58597678405821,-17.89603943004585,3.6547721487144567,-12.572648201456404,5.803785897454456,19.696981823751038,40.56008016533512,-5.444057925805346,22.730738291597593,-22.95904215108049,-7.050941387980147,-5.975162092833506,9.951060606935231,-25.365891548569984,-0.482021044197064,-12.868135705726623,33.32701247363815,7.111079704973259,-31.247428099122917,-15.14634173935478,31.619305228936977,-13.717869395339223,28.96468405473358,6.9200760483857815,-15.137543344560578,37.55477236554376,5.552046342304723,9.267119614193222,-15.799457308191812,31.431587449638574,-31.413137998229335,-32.4849987388996
0.09,0.003003003003003003,7.010763827238686,-32.58775885330379,-17.897335650891197,3.6550232579712194,-12.573365322377231,5.8041778863190165,19.698039398705685,40.5623608129391,-5.44459897186336,22.73204782765124,-22.960517007875357,-7.051242915605842,-5.97558975476985,9.951632240958102,-25.3674666364816,-0.481908378217614,-12.868899291193358,33.32903944585707,7.111404205682352,-31.249200443931624,-15.147055996110925,31.621211467418846,-13.718707935623662,28.966356398623393,6.920300184684855,-15.138476597889222,37.55719641443678,5.5525322087903755,9.267672309908406,-15.800278304846714,31.43340653755553,-31.414937414831016,-32.486832771466375
0.12,0.004004004004004004,7.0108250810419666,-32.589453076264746,-17.898743260778698,3.6552940209929954,-12.574062162546127,5.804596207542432,19.699038630159496,40.564568653299126,-5.445244946274694,22.733334419747305,-22.962038705064014,-7.051483275151593,-5.976048840663596,9.952195681063083,-25.369065022918853,-0.481720248387479,-12.869658093062752,33.33108375198195,7.111679308833072,-31.2509170632414,-15.147668885064439,31.623126817848174,-13.719551096033353,28.967998387837316,6.920431462558326,-15.139418259886494,37.559705867271376,5.5530963058189275,9.26822780342252,-15.801031396313762,31.435195229154637,-31.416692233746552,-32.48860888571222
0.15,0.005005005005005005,7.010766624443273,-32.59105962529667,-17.900262461753492,3.6555843771015115,-12.574738680395596,5.80504102360607,19.6999796096399,40.566703899693195,-5.445995865400897,22.73459814164167,-22.963607343497337,-7.051662788216783,-5.976539588304628,9.952751054439197,-25.37068674668543,-0.48145662427323627,-12.870411953775601,33.333145493482675,7.111905120005869,-31.252577682143194,-15.14818059802497,31.62505119171518,-13.720398864281254,28.96961018166309,6.920469779118799,-15.140368439481449,37.562300390027175,5.553738813468336,9.268786128240441,-15.80171642001533,31.436953380115817,-31.418402271099314,-32.49032707829509
0.18,0.006006006006006006,7.010588493567454,-32.5925786578494,-17.901893456017167,3.6558942573250617,-12.575394845171443,5.805512494767517,19.70086240658482,40.56876676866806,-5.446851746151568,22.735839093748186,-22.96522303704426,-7.051781768294485,-5.977062218408525,9.953298510869296,-25.372331841194445,-0.48111750803038117,-12.871160735423356,33.33522475776858,7.112081738583684,-31.254182067146665,-15.148591284168596,31.626984491135893,-13.721251229298788,28.971191959881786,6.920415054683847,-15.141327218815698,37.5649796051733,5.554459916161011,9.269347319691121,-15.802333200766608,31.43868085176244,-31.420067384753242,-32.4919873443755
0.21,0.007007007007007007,7.010290754518756,-32.59401031634625,-17.90363644570781,3.656223584351565,-12.57603063699471,5.806010778936425,19.70168706808143,40.570757480105456,-5.447812605733909,22.737057403130812,-22.96688591251536,-7.05184052087209,-5.977616934542647,9.953838222870074,-25.374000334453722,-0.4807029344431615,-12.871904319740496,33.33732161821837,7.112209257729527,-31.25573002618402,-15.148901050117358,31.628926608717958,-13.722108181252455,28.972743922881268,6.920267232867503,-15.142294653295382,37.56774309126225,5.555259802429903,9.269911415000424,-15.802881550667982,31.44037751099638,-31.421687474297944,-32.49358967747089
0.24,0.008008008008008008,7.009873503512648,-32.595354728090875,-17.905491632644914,3.656572272500885,-12.576646046924315,5.80653603153611,19.702453618589544,40.572676257284655,-5.44887846135599,22.738253223503808,-22.968596109587615,-7.051839343549149,-5.97820392307237,9.954370385845674,-25.375692249055646,-0.4802129709924635,-12.872642608100167,33.3394361342044,7.11228776437913,-31.25722140860912,-15.149109959994545,31.630877427421538,-13.722969711558314,28.9742662917793,6.920026280677252,-15.143270771637043,37.570590382507305,5.556138664635305,9.270478453363184,-15.803361268984247,31.44204323022191,-31.423262481024857,-32.49513406931909
0.27,0.009009009009009009,7.009336867028805,-32.59661200520148,-17.907459218038802,3.6569402277165763,-12.577241077020384,5.8070884053507115,19.703162059649088,40.57452332694138,-5.450049329884232,22.73942673523993,-22.9703537807302,-7.051778526172284,-5.97882335312734,9.95489521825493,-25.377407602171587,-0.4796477179516967,-12.87337552151314,33.34156835111138,7.112317339248249,-31.258656105192266,-15.149218035455553,31.632836820415488,-13.723835812894308,28.975759308556363,6.919692188616176,-15.144255575907405,37.5735209683451,5.557096698631903,9.271048476014508,-15.803772142010635,31.443677887258467,-31.42479238789493,-32.4966205097509
0.3,0.01001001001001001,7.008681001984516,-32.59778224457204,-17.909539402164235,3.6573273475772394,-12.577815740408216,5.807668050357747,19.7038123695711,40.57629891932312,-5.451325227455655,22.740578145386582,-22.97215909113093,-7.051658350986991,-5.9794753765876045,9.955412961792295,-25.37914640555087,-0.47900730851049184,-12.874103000630223,33.34371830034936,7.112298056854186,-31.260034048110853,-15.149225255694187,31.634804650928913,-13.724706479210358,28.977223236198117,6.919264970789748,-15.145249041557015,37.57653429298537,5.558134103385691,9.27162152630036,-15.804113942925609,31.445281365242284,-31.426277219498054,-32.49804898657138
