cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
8429.755887740293,2191.980522964305,-25363.588158232134,-21457.1070698825,30588.843365643315,11378.50229972869,11898.740037050058,-8813.125742018417,-7230.98344946716,-1596.016582558174
