Time,traj,gen,theta
1.911111111,0.880971877,0.8747710403619223,-14.0
1.922222222,0.8726927,0.8736581675164418,-13.0
1.933333333,0.879338707,0.8723118272985873,-12.0
1.944444444,0.881802892,0.8707131229457296,-11.0
1.955555556,0.872975946,0.86885472931788,-10.0
1.966666667,0.878096758,0.8667449463224746,-9.0
1.977777778,0.879339727,0.8644111260635868,-8.0
1.988888889,0.874136733,0.8619018305591923,-7.0
2.0,0.875510015,0.8592871107888796,-6.0
2.011111111,0.885610283,0.8566564535539173,-5.0
2.022222222,0.884636941,0.8541142156676125,-4.0
2.033333333,0.877165677,0.8517727216726657,-3.0
2.044444444,0.872416672,0.8497435825738917,-2.0
2.055555556,0.888688723,0.8481281268602299,-1.0
2.066666667,0.875730522,0.8470080534419384,0.0
2.077777778,0.876521447,0.8464374718549644,1.0
2.088888889,0.879961326,0.846437372076234,2.0
2.2,0.86664201,0.8469932811066344,3.0
2.211111111,0.864160937,0.8480564593964708,4.0
2.222222222,0.871734594,0.8495485275564779,5.0
2.233333333,0.869865594,0.8513689603464001,6.0
2.244444444,0.876571405,0.8534045076238267,7.0
2.255555556,0.873841625,0.8555393594208341,8.0
2.266666667,0.869052929,0.8576648063620816,9.0
2.277777778,0.867376582,0.85968727249137,10.0
2.288888889,0.87189463,0.8615338961398677,11.0
2.3,0.864612499,0.863155251073441,12.0
2.311111111,0.876312593,0.8645252535808001,13.0
2.322222222,0.868311839,0.865638702515154,14.0
2.333333333,0.866462857,0.8665071751567108,15.0
2.344444444,0.87266284,0.86715411312343,16.0
2.355555556,0.871025592,0.867609882452568,17.0
2.366666667,0.866175807,0.8679074194978733,18.0
2.377777778,0.866437733,0.8680788385917529,19.0
2.388888889,0.871938914,0.8681531387053303,20.0
2.4,0.869900302,0.8681549506451746,21.0
2.411111111,0.863685694,0.8681041380529884,22.0
2.422222222,0.868007673,0.8680160077685164,23.0
2.433333333,0.863489437,0.8679018856545919,24.0
2.444444444,0.860647526,0.8677698527943961,25.0
2.455555556,0.864899271,0.8676254934657143,26.0
2.466666667,0.86859067,0.8674725639544386,27.0
2.477777778,0.874462673,0.8673135396442909,28.0
2.488888889,0.862348076,0.8671500323861945,29.0
2.5,0.867732984,0.8669830908659742,30.0
2.511111111,0.865670479,0.8668134061338105,31.0
2.522222222,0.858548039,0.8666414461759989,32.0
2.533333333,0.864409196,0.8664675407520621,33.0
2.544444444,0.862814302,0.8662919332589313,34.0
2.555555556,0.866226813,0.8661148117618707,35.0
2.566666667,0.865322601,0.8659363273914811,36.0
2.577777778,0.863279148,0.8657566053275919,37.0
2.588888889,0.858969513,0.8655757515304329,38.0
2.6,0.874319408,0.8653938570526223,39.0
2.611111111,0.867497646,0.8652110009610616,40.0
2.622222222,0.874865108,0.8650272524344441,41.0
2.633333333,0.865096564,0.8648426723461357,42.0
2.644444444,0.863699171,0.8646573145050847,43.0
2.655555556,0.865005837,0.8644712266550943,44.0
2.666666667,0.860146738,0.8642844512944312,45.0
2.677777778,0.862857371,0.8640970263567652,46.0
2.688888889,0.861705935,0.8639089857822899,47.0
2.7,0.865734445,0.8637203600003323,48.0
2.711111111,0.8653456,0.863531176339732,49.0
2.722222222,0.860635633,0.8633414593797097,50.0
2.733333333,0.859434674,0.863151231251322,51.0
2.744444444,0.861449434,0.8629605118976109,52.0
2.755555556,0.865952616,0.862769319299019,53.0
2.766666667,0.860804582,0.8625776696694327,54.0
2.777777778,0.85911654,0.8623855776272668,55.0
