cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
41.92970756266639,7.266226770536252,-15.859289747587662,-17.98327290579479,-3.4887792491125578,6.538352711652873,-35.670353007519225,11.943076479447932,-4.044802868299087,-0.36362645381212416
