cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3
0.01135501825179124,-0.013771001312745305,0.9209066423636463,-0.03238370797395586,-0.17180977651483098,-0.00792704060887765,-0.04576618683769561,-1.010005988677053,0.008645984422599388,1.6442418036083115e-06
