Time,mean_NED,lower_NED,upper_NED,mean_NED_ab,lower_NED_ab,upper_NED_ab,mean_NED_t,lower_NED_t,upper_NED_t
1.24,1.4346511176089353e-07,-5.102342416516046e-08,3.379536476869475e-07,0.0027876419259240033,0.0024263949330617283,0.0031488889187862783,0.038378262232299364,0.01336306415803518,0.06339346030656355
1.25,1.4387859492421067e-07,-5.117971079872149e-08,3.3893690064714283e-07,0.002795101442578921,0.002432787883156158,0.0031574150020016838,0.03925151100224586,0.013825059930634327,0.0646779620738574
1.26,1.442907654609215e-07,-5.133443368681832e-08,3.399159646086613e-07,0.0028025387427087086,0.002439161242460212,0.003165916242957205,0.040101910502968005,0.014270161697438263,0.06593365930849775
1.27,1.447019512671968e-07,-5.1487352393984534e-08,3.4089125492837815e-07,0.0028099551243453264,0.0024455161721334343,0.0031743940765572186,0.04092763148104745,0.01469771597330943,0.06715754698878547
1.28,1.4511250461413876e-07,-5.1638200213903996e-08,3.418632094421815e-07,0.002817351870950434,0.0024518538215966045,0.003182849920304263,0.041727676914538527,0.015107662508424043,0.068347691320653
1.29,1.4552280156855585e-07,-5.178668487551899e-08,3.428322880126307e-07,0.002824730252416692,0.002458175329368731,0.0031912851754646527,0.042501737038102075,0.015500379172761945,0.0695030949034422
1.3,1.459332407715587e-07,-5.193248990623353e-08,3.4379897144935095e-07,0.002832091526027855,0.0024644818238594916,0.0031997012281962185,0.04325002227621822,0.015876536062153907,0.07062350849028254
1.31,1.4634424158236258e-07,-5.207527664467732e-08,3.4476375980940245e-07,0.0028394369373803963,0.002470774424119703,0.0032080994506410894,0.04397311139181274,0.016236978393002154,0.07170924439062332
1.32,1.4675624166165756e-07,-5.221468682785577e-08,3.457271701511709e-07,0.002846767721269653,0.002477054240552752,0.003216481201986554,0.04467182861982405,0.016582640804617823,0.07276101643503027
1.33,1.4716969415184991e-07,-5.235034559226129e-08,3.466897338959611e-07,0.002854085102544089,0.0024833223755905795,0.003224847829497598,0.04534715034900895,0.016914488235129532,0.07377981246288837
1.34,1.4758506468069355e-07,-5.248186465840026e-08,3.476519940197873e-07,0.0028613902969315376,0.0024895799243381993,0.003233200669524876,0.04600013677013623,0.01723347688510689,0.07476679665516557
1.35,1.480028284816564e-07,-5.260884539964593e-08,3.486145023629587e-07,0.002868684511841686,0.0024958279751911543,0.0032415410484922177,0.046631883000805896,0.017540529558716298,0.0757232364428955
1.36,1.48423467955352e-07,-5.273088146530195e-08,3.49577817376006e-07,0.0028759689471494166,0.002502067610430767,0.0032498702838680664,0.04724348488948896,0.017836521023775417,0.0766504487552025
1.37,1.4884747098159514e-07,-5.2847560642078837e-08,3.505425026052691e-07,0.00288324479596383,0.0025082999068022508,0.0032581896851254094,0.04783601572410499,0.018122270245620506,0.07754976120258947
1.3800000000000001,1.4927533024005287e-07,-5.295846569154767e-08,3.515091261716534e-07,0.0028905132453880735,0.002514525936081126,0.003266500554695021,0.04841051097745498,0.018398537266580178,0.07842248468832978
1.3900000000000001,1.4970754369061102e-07,-5.306317400970644e-08,3.524782613909285e-07,0.0028977754772752575,0.0025207467656335257,0.0032748041889169893,0.04896795892678372,0.01866602315762739,0.07926989469594005
1.4000000000000001,1.5014461623913835e-07,-5.31612560829613e-08,3.53450488561238e-07,0.0029050326689859097,0.002526963458976187,0.0032831018789956324,0.04950929551536823,0.018925371932269678,0.08009321909846678
1.41,1.505870624637753e-07,-5.325227286818409e-08,3.544263977957347e-07,0.0029122859941527394,0.002533177076342256,0.003291394911963223,0.05003540222520462,0.019177173643635866,0.08089363080677336
1.42,1.5103541014642498e-07,-5.333577235795521e-08,3.5540659265080517e-07,0.0029195366234585746,0.002539388675259152,0.003299684571657997,0.050547106036940376,0.019421968124229708,0.08167224394965104
1.43,1.5149020423841914e-07,-5.341128570995742e-08,3.563916941867957e-07,0.002926785725433801,0.002545599311145235,0.003307972139722367,0.051045180790016846,0.019660249000347935,0.08243011257968576
1.44,1.5195201081260844e-07,-5.3478323397401155e-08,3.5738234502261803e-07,0.0029340344672800635,0.0025518100379325194,0.0033162588966276075,0.05153034943856158,0.019892467737473975,0.08316823113964919
1.45,1.5242142052045092e-07,-5.3536371872696966e-08,3.5837921291359884e-07,0.0029412840157274434,0.002558021908723202,0.003324546122731685,0.052003286838401656,0.02011903756164103,0.08388753611516228
