cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4,initial_theta,delta_theta
0.0,-0.02401043122356376,0.0,14.1908703256214,0.0,-0.01986237149054022,0.0,0.0,6.2209523241293345,0.0,0.0,0.0,0.0,0.03878274439134937,0.0,0.0,0.0,-10.099809893062789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03263747505502272,0.0,0.0,0.0,0.0,-2.129861163696194,0.0,0.0,0.0,-1.0,5e-05
