cte,x,a,b,x^2,ax,bx,a^2,ab,b^2,x^3,ax^2,bx^2,a^2x,abx,b^2x,a^3,a^2b,ab^2,b^3,x^4,ax^3,bx^3,a^2x^2,abx^2,b^2x^2,a^3x,a^2bx,ab^2x,b^3x,a^4,a^3b,a^2b^2,ab^3,b^4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7270366598161471,0.36661266415667054,-0.1845031573220169,0.0,0.27585032036095447,-0.4148085027302488,0.0,-0.03118259680473313,0.051047605953112224,-0.07841283583963908,0.0,0.0,0.0,0.0,0.0
