cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
0.8719339467250272,0.3834432179822614,0.0,-2.4673427214013386,-0.04675531602565685,0.0,0.17636582937755202,0.19037945809183332,0.0,0.0,0.39006117546502794,0.0,0.0,0.0,0.0,0.0,0.01
