cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
0.39999987487779043,3.999999911683127,0.2602602680333217,0.0,-0.10010009653317418,0.0,-0.9999999936441339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
