cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
0.056734365997530095,0.5489582394477274,0.12767236759426917,-0.6996803076410499,0.07373408546160291,0.0,1.0455725043274038,0.171355660772841,0.0,0.0,0.608093741513323,0.0,0.0,0.0,0.0
