cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
1.0000000618061244,4.000000044540235,0.20020019611489223,0.0,-0.10010010199916906,0.0,-1.0000000032447696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
