cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
0.999999808470995,4.9999998735270825,0.20020021211152386,0.0,-0.20020019509396236,0.0,-0.9999999920016258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
