cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
0.836899246801374,0.31486771986325757,0.0,-2.3501846179479755,-0.04231571460107754,0.0,0.24336934363377002,0.18264652583193422,0.0,0.0,0.4171706983677684,0.0,0.0,0.0,0.0
