cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
-0.5842882450202009,0.5787811421917359,0.22634920574983464,-1.2036435568100206,0.07392719593106895,0.0,0.4793163288418502,0.1958195043736097,0.0,0.0,0.41195820919162335,0.0,0.0,0.0,0.0,-1.0,0.01
