cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
-0.30517721803423237,0.4979816513901675,0.20029508537959662,-0.8073971538761084,0.10424082696145198,0.0,0.74385982912824,0.18652909311905885,0.0,0.0,0.4979140082853563,0.0,0.0,0.0,0.0,-1.0,0.01
