cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
0.8402404050908437,4.799799907185403,0.24024022938934345,0.0,-0.20020020465297578,0.0,-1.0000000065666792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.01
