cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
-0.02017060648542762,0.0,0.5534414067918348,-0.01414688267914913,0.0,0.03919115559334252,0.0,-2.7116775807806994,0.19689086542865505,0.0
