cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
-0.033468782228190656,0.0,0.06933874684548304,-0.012740790082252929,0.0,0.01373071273047699,0.0,-0.1384551484222481,-0.019362720062580094,0.01086590802068977
