cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
0.22357083727496524,0.0,0.015700266426429434,-0.0999144360823363,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.05
