cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
0.0,0.0,0.024208948121230946,-0.04388576158759056,0.0,0.0,0.0,-0.016282906729916575,0.028142947762229975,0.0,-1.0,0.01
