cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.0,0.0,0.0,0.02792106165183527,0.0,0.0,0.0,0.0,0.0,0.0
