cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.06147766425840225,0.0,-2.5685384940652933,0.0,0.0,0.0,0.0,13.390154122311356,-0.3828382397760107,0.0
