cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.028524683143859825,0.0,-0.10357396066030593,0.0,0.0,0.0,0.0,0.07256939624515579,-0.03827885569182951,0.0
