cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
-0.22222582577810743,0.0,-0.029336206788398485,0.2478218380101371,0.0,0.0,0.0,0.0,0.01967874843238682,-0.04752165260780365,-10.0,0.05
