cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.0,0.0,0.056680227283333606,-0.05049347412512522,0.0,0.0,0.0,-0.020964098371645052,0.04884543397620227,-0.013427180986651225
