cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
0.0,-0.3490055369520478,0.0,10.111218338375252,0.0,-0.01748894236486498,0.0,0.0,0.5083072528901157,-0.017217986021593662,-20.0,0.001
