cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
-0.0720213104355008,0.0,-0.010818622263901158,0.07522186521786572,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.05
