cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
-0.054732603559545914,0.0,0.0,-0.08004302809476173,0.0,0.0,0.0,0.027351581892633155,0.012139242105127849,-0.017957029043352737
