cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
1.8249274300651572,0.050732342264036265,0.7185936167101128,0.2874320953787563,0.0,0.010267738732084883,0.0,0.06983719361868915,0.07531007567556049,-0.026911447499706455,-5.0,0.005
