cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
0.1110742744107532,0.0,0.3620727886613622,-0.0768969601110342,0.0,0.0,0.0,0.27839161098398574,-0.06908086474139254,0.0,-1.0,0.005
