cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.045219251469354044,0.0,-0.17587893727470436,0.01615565116859737,0.0,0.0,0.0,0.09669988306376213,-0.07588174222177556,0.0
