cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
0.23673062324187666,0.0,0.017093696303497257,-0.04836739842159337,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.05
