cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
-0.03258544340477657,0.0,0.09150032393805713,-0.06150535898437331,0.0,0.0,0.0,0.10385427007709788,-0.10633840602176486,0.024049697400968902,-1.0,0.005
