cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020106798241266606,-0.032277239944548966,-5.0,0.05
