cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.03577565805881395,0.0,-0.07620146702451602,0.053553602019854575,0.0,0.0,0.0,0.03375220144547089,-0.05438376434029966,0.0
