cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
0.20945669911889556,0.0,0.01669589008800563,-0.10744915735747076,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,0.1
