cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
-0.05883097816068968,0.0,0.43007155963875604,0.0,0.0,0.01513704861494686,0.0,-4.033457991674153,0.11473362718333503,0.012106777569055345
