cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
-0.09938687135848034,0.0,0.0,0.0,0.0,0.0,0.0,0.017981921967729065,-0.05502450749148175,0.02276219959019816,-1.0,0.01
