cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.0,0.0,-0.05179803016397671,0.0,0.0,0.02758934378288905,0.0,-0.5448471981088628,0.16407033379984226,0.0
