cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.16638289748305762,0.0,-0.27620443953358564,0.21149205305873073,0.0,0.0,0.0,0.07457092995742803,-0.12344039398409604,0.04195689606305284
