cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi),initial_theta,delta_theta
0.0359077317527365,0.0,-0.012940829762491408,0.0,0.0,0.0,0.0,0.0,0.0,0.016225262045027188,5.0,0.05
