cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
-0.02887158797285367,0.0,1.043238021175959,0.0,0.0,0.0,0.0,-6.614208032010455,0.49384464536424694,0.0
