cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.0,0.0,-0.03507453711897748,0.08047981572519615,0.0,0.0,0.0,-0.2768207300397705,-0.3205281957622242,0.013819109471303576
