cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.09369477848908543,0.0,-1.7060735037347952,0.06462662536628144,0.0,0.05228865491732419,0.0,6.738069652517559,-0.4796357173783059,0.0
