cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.0,0.0,-2.5383404813389028,0.14568473917873448,0.0,0.05900396633105679,0.0,12.32324333276113,-1.238485597391025,0.0262992650189915
