cte,x,p,sum_cos(xj-xi),x^2,px,xsum_cos(xj-xi),p^2,psum_cos(xj-xi),sum_cos^2(xj-xi)
0.0,0.0,-0.3215094382453559,0.03258210442561967,0.0,0.0,0.0,0.2899457452601098,-0.15913964964324495,0.028325206363961172
