cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi),initial_theta,delta_theta
0.0,-0.2677861872211911,0.0,-1991.4093380851004,0.0,0.013488470693578863,0.0,0.0,99.57047646252545,0.0,20.0,1e-05
