cte,x,p,sum_sin(xj-xi),x^2,px,xsum_sin(xj-xi),p^2,psum_sin(xj-xi),sum_sin^2(xj-xi),initial_theta,delta_theta
0.0,-0.2684411713814066,0.0,1989.6445515428359,0.0,-0.01352196764468123,0.0,0.0,99.4822146591219,0.0,-20.0,1e-05
