cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
2.400600579563816,4.997997986344644,0.12012012248350892,0.0,-0.40040039981459213,0.0,-0.9999999997651832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.01
