cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
2.0000000006892646,4.500000002096874,0.10010010015389421,0.0,-0.1501501502269645,0.0,-1.000000000500422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
