cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
1.400400386624026,4.999499489655079,0.40040040240760005,0.0,-0.5005004995473098,0.0,-0.999999999250415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.005
