cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4
-0.14297290224552883,0.5560526332590858,0.6581571092475424,-0.8133110037094371,-0.052962648943958836,-0.06989309221357527,0.9058512953503043,-0.24529359704282952,-0.03385534703374472,0.0,0.552052224806882,-0.11632428214958263,0.0,0.0,0.0
