cte,x,p,x^2,px,p^2,x^3,px^2,p^2x,p^3,x^4,px^3,p^2x^2,p^3x,p^4,initial_theta,delta_theta
-0.181019239800412,0.5247433439262031,0.5646007591083033,-0.9108409947297939,0.15984717939937756,-0.04653973142996379,1.0510416000895746,0.0,-0.026337406578426793,0.0,0.5411687246265108,-0.06763006617149477,0.0,0.0,0.0,0.0,0.01
