cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3
0.0,0.0019938759088921312,0.0,0.0,0.0,0.0,0.0,-0.0026109540380774682,0.9996221849806717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00607145243208696,0.0,0.0
