cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3
0.0,0.0019957093638505096,-0.004061678756627185,0.0,0.0,0.0,0.0,0.027095764212692646,0.9996272002361081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.052721390968804654,-0.0063430967183006086,0.0,0.0
