cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3
0.0,0.001990243295756143,0.0,0.0,0.0,0.0,0.0,-0.010449347436926963,1.000680473613532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03253106181685152,-0.01117308848037875,0.0,0.0
