cte,x,p,sin,x^2,px,xsin,p^2,psin,sin^2,x^3,px^2,x^2sin,p^2x,pxsin,xsin^2,p^3,p^2sin,psin^2,sin^3,x^4,px^3,x^3sin,p^2x^2,px^2sin,x^2sin^2,p^3x,p^2xsin,pxsin^2,xsin^3,p^4,p^3sin,p^2sin^2,psin^3,sin^4
-0.013792894617705866,0.0,0.07148118018407296,0.0,0.0,0.030675870895602045,0.0,0.1421721719486193,0.9877397981233769,0.014632486161621527,0.0,0.0,0.0,-0.13080794558714942,0.0,0.0,-0.8610288874276595,0.06148171755479471,-0.11320735480231311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16542317880543744,0.0,0.0,0.0,0.6568364763643598,-0.09619125633092908,0.19601962228278977,0.0,0.0
